regulator,p_adj,n_overlap,overlap_genes
TNFSF13B,9.206113844691247e-5,6,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2"
IFNA1,2.1805665573202776e-4,6,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2"
IFNB1,2.621527513574808e-4,6,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2"
CCL4L2,2.935991219026987e-4,4,"IFI44L,IFIT1,IFIT3,MX2"
CXCL10,2.9660500708434876e-4,6,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2"
CCL5,4.3434256755800504e-4,6,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2"
CXCL2,5.597547850233936e-4,5,"IFI44L,IFIT1,IFIT3,MX2,RGCC"
IL32,9.394710408732983e-4,4,"IFI44L,IFIT1,IFIT3,MX2"
CCL7,0.0011782401167329541,4,"IFI44L,IFIT1,IFIT3,MX2"
IFNA6,0.0012546941098025336,4,"IFI44L,IFIT1,IFIT3,MX2"
CXCL3,0.0012564529667316556,4,"IFI44L,IFIT1,IFIT3,MX2"
IFNA14,0.0012949984289108967,4,"IFI44L,IFIT1,IFIT3,MX2"
IFNA13,0.001321016340515377,4,"IFI44L,IFIT1,IFIT3,MX2"
IL1A,0.0013937227198188564,6,"HERC5,IFI44L,IFIT1,IFIT3,MX2,RGCC"
CXCL8,0.0018273282274291994,6,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2"
IL1B,0.0018340992467615468,7,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2,RGCC"
IFNA17,0.0019424489251611146,4,"IFI44L,IFIT1,IFIT3,MX2"
XCL1,0.0020979207776667132,4,"IFI44L,IFIT1,IFIT3,MX2"
CXCL16,0.0024280085938717124,4,"HERC5,IFIT1,IFIT3,MX2"
CCL2,0.0024432335433409295,6,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2"
IL6,0.002844889565034112,7,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2,RGCC"
IL18,0.004087868624950024,5,"CMPK2,IFI44L,IFIT1,IFIT3,MX2"
TNF,0.005294873762723387,7,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2,RGCC"
CXCL13,0.005981468306204451,4,"IFI44L,IFIT1,IFIT3,MX2"
IL36G,0.007259528212408669,3,"IFIT1,IFIT3,MX2"
IFNG,0.008190975749705932,6,"CMPK2,HERC5,IFI44L,IFIT1,IFIT3,MX2"
CX3CL1,0.009085392840867818,4,"IFI44L,IFIT1,IFIT3,MX2"
CXCL6,0.015785800373991965,3,"IFIT1,IFIT3,MX2"
IL15,0.018255013426230045,4,"IFI44L,IFIT1,IFIT3,MX2"
TNFSF15,0.01986624943315875,3,"IFIT1,IFIT3,MX2"
CCL3,0.01990638707568665,4,"IFI44L,IFIT1,IFIT3,MX2"
CXCL1,0.022702870615788077,4,"IFI44L,IFIT1,IFIT3,MX2"
IFNW1,0.023520622623772133,2,"IFIT1,IFIT3"
CSF1,0.023944947981828574,4,"IFIT1,IFIT3,MX2,RGCC"
IL10,0.02635342255674019,5,"HERC5,IFI44L,IFIT1,IFIT3,MX2"
IL2,0.02974057327132076,5,"CMPK2,IFI44L,IFIT1,IFIT3,MX2"
CCL17,0.03084146065836449,3,"IFIT1,IFIT3,MX2"
CCL22,0.034490929641602636,3,"IFIT1,IFIT3,MX2"
CSF2,0.034490929641602636,4,"IFI44L,IFIT1,IFIT3,MX2"
IL16,0.03593849319936396,3,"IFIT1,IFIT3,MX2"
IL17A,0.04068465065313018,4,"IFI44L,IFIT1,IFIT3,MX2"
CXCL5,0.04469891858526619,3,"IFIT1,IFIT3,MX2"
CCL21,0.04893717650297072,3,"IFIT1,IFIT3,MX2"
