regulator,p_adj,n_overlap,overlap_genes
WNT2,0.00878672192245884,4,"CSF2,IGFBP3,MMP9,SEMA3C"
PF4V1,0.00882238387026262,3,"CSF2,IGFBP3,MMP9"
CCL1,0.009106461371610461,3,"CD83,CSF2,MMP9"
LIF,0.009345278632306898,4,"CSF2,IGFBP3,MMP9,NFKB2"
IL22,0.009690695397611634,4,"CD83,CSF2,MMP9,NFKB2"
TNFSF13,0.010038135738938284,3,"CD83,CSF2,MMP9"
IL21,0.010596180685058213,3,"CD83,CSF2,MMP9"
WNT1,0.011332465430958163,4,"CSF2,IGFBP3,MMP9,SEMA3C"
HMGB1,0.011862008937312332,5,"CD83,CSF2,MMP9,NFKB2,SQSTM1"
GREM1,0.012567628828027953,3,"IGFBP3,MMP9,SEMA3C"
IFNG,0.013617365176709549,6,"CD83,CSF2,IGFBP3,MMP9,NFKB2,SQSTM1"
BMP3,0.015520268103464473,3,"IGFBP3,MMP9,TMEFF1"
IFNA16,0.01563431441811166,3,"CD83,CSF2,MMP9"
IFNA10,0.016004440935533073,3,"CD83,CSF2,MMP9"
IFNA7,0.016064490622950494,3,"CD83,CSF2,MMP9"
GDF11,0.016895984765219228,3,"IGFBP3,MMP9,TMEFF1"
BMP7,0.01706017992037145,4,"CSF2,IGFBP3,MMP9,TMEFF1"
IFNA21,0.01706017992037145,3,"CD83,CSF2,MMP9"
IFNA6,0.01706017992037145,3,"CD83,CSF2,MMP9"
TGFB3,0.01706017992037145,4,"CSF2,IGFBP3,MMP9,TMEFF1"
IFNA4,0.017291205321451102,3,"CD83,CSF2,MMP9"
THPO,0.017291205321451102,3,"CSF2,IGFBP3,MMP9"
IFNA14,0.017370739886551915,3,"CD83,CSF2,MMP9"
IFNA5,0.01741056819108409,3,"CD83,CSF2,MMP9"
TNFSF13B,0.017544028234307243,4,"CD83,CSF2,MMP9,NFKB2"
GDF10,0.017603469998640583,3,"MMP9,SEMA3C,TMEFF1"
IFNA13,0.017603469998640583,3,"CD83,CSF2,MMP9"
IFNA8,0.017780552081286302,3,"CD83,CSF2,MMP9"
CD40LG,0.01848622050971752,4,"CD83,CSF2,MMP9,NFKB2"
BMP2,0.018647888591830055,4,"CSF2,IGFBP3,MMP9,TMEFF1"
TNFSF12,0.019299999238886208,3,"CSF2,MMP9,NFKB2"
WNT5B,0.01970227159547654,3,"IGFBP3,MMP9,TMEFF1"
NAMPT,0.02141411252686541,4,"CSF2,IGFBP3,MMP9,SQSTM1"
EBI3,0.021423424866876213,2,"CSF2,NFKB2"
IL1B,0.022932726746144296,6,"CD83,CSF2,IGFBP3,MMP9,NFKB2,SQSTM1"
TSLP,0.02335984889061546,3,"CD83,CSF2,MMP9"
ADIPOQ,0.026612368163584175,4,"CSF2,IGFBP3,MMP9,SQSTM1"
BMP1,0.029495266617401487,3,"IGFBP3,MMP9,SEMA3C"
IL17D,0.030856132908921457,2,"CSF2,MMP9"
IL17B,0.03396995778640909,2,"CSF2,MMP9"
CCL16,0.0342704168674026,2,"CSF2,MMP9"
WNT11,0.03432670869360567,3,"MMP9,SEMA3C,TMEFF1"
IL25,0.034795968634940236,2,"CSF2,MMP9"
IL36B,0.03945560699654524,2,"CSF2,MMP9"
GREM2,0.04038169641390571,2,"MMP9,SQSTM1"
CCL14,0.04126283836337988,2,"CSF2,MMP9"
IL31,0.043766733643836465,2,"CSF2,MMP9"
IL17C,0.04511813776199288,2,"CSF2,MMP9"
TNF,0.04718691879660973,6,"CD83,CSF2,IGFBP3,MMP9,NFKB2,SQSTM1"
IL1F10,0.04730493576014063,2,"CSF2,MMP9"
TNFSF18,0.04742511437952252,2,"CD83,CSF2"
WNT4,0.047990145416865505,3,"IGFBP3,MMP9,SEMA3C"
