regulator,p_adj,n_overlap,overlap_genes
NAMPT,0.02141411252686541,4,"CSF2,IGFBP3,MMP9,SQSTM1"
EBI3,0.02142342486687621,2,"CSF2,NFKB2"
IL1B,0.02293272674614429,6,"CD83,CSF2,IGFBP3,MMP9,NFKB2,SQSTM1"
TSLP,0.02335984889061546,3,"CD83,CSF2,MMP9"
ADIPOQ,0.02661236816358417,4,"CSF2,IGFBP3,MMP9,SQSTM1"
BMP1,0.02949526661740148,3,"IGFBP3,MMP9,SEMA3C"
IL17D,0.03085613290892145,2,"CSF2,MMP9"
IL17B,0.03396995778640909,2,"CSF2,MMP9"
CCL16,0.0342704168674026,2,"CSF2,MMP9"
WNT11,0.03432670869360567,3,"MMP9,SEMA3C,TMEFF1"
IL25,0.03479596863494023,2,"CSF2,MMP9"
IL36B,0.03945560699654524,2,"CSF2,MMP9"
GREM2,0.04038169641390571,2,"MMP9,SQSTM1"
CCL14,0.04126283836337988,2,"CSF2,MMP9"
IL31,0.04376673364383646,2,"CSF2,MMP9"
IL17C,0.04511813776199288,2,"CSF2,MMP9"
TNF,0.04718691879660973,6,"CD83,CSF2,IGFBP3,MMP9,NFKB2,SQSTM1"
IL1F10,0.04730493576014063,2,"CSF2,MMP9"
TNFSF18,0.04742511437952252,2,"CD83,CSF2"
WNT4,0.0479901454168655,3,"IGFBP3,MMP9,SEMA3C"
